ID,OBJECT,OBJECT-TYPE,RA,DEC,DATE-OBS,EXPTIME,EXPTIME_initial,TMS-LST,TME-LST,TMS-LT,TME-LT,TELESCOPE,Решетка,Щель,ЭОП,Коллиматор,Масштаб камеры,Катод,Камера,Позиционный угол,Сечение,Спектрограф,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,Длины волн,FILTER,PLATNOTE,RA-sim,DEC-sim,EQ-ORIG-sim
L-2-20,MRK10,active_galactic_nuclei,,,30-31.01.1990,30m,30m,0h10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-2-21,MRK10,active_galactic_nuclei,,,30-31.01.1990,30m,30m,0h45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-2-22,Field MRK382,galaxies; field-of-view; active_galactic_nuclei,,,30-31.01.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-2-23,MRK382,galaxies; active_galactic_nuclei,,,30-31.01.1990,40m,40m,1h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-2-24,Field MRK124,galaxies; field-of-view; active_galactic_nuclei,,,30-31.01.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-2-25,MRK124,galaxies; active_galactic_nuclei,,,30-31.01.1990,40m,40m,3h15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-3,MRK372,galaxies; active_galactic_nuclei,,,28-29.01.1990,40m,40m,21h08m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-4,Field MRK372,galaxies; field-of-view; active_galactic_nuclei,,,28-29.01.1990,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-5,Field MRK372,galaxies; field-of-view; active_galactic_nuclei,,,28-29.01.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-6,3C120,active_galactic_nuclei,,,28-29.01.1990,30m,30m,22h11m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-7,Field 3С120,field-of-view; active_galactic_nuclei,,,28-29.01.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-8,Field 3С120,field-of-view; active_galactic_nuclei,,,28-29.01.1990,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-9,Field MRK78,galaxies; field-of-view; active_galactic_nuclei,,,28-29.01.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-10,MRK78,galaxies; active_galactic_nuclei,,,28-29.01.1990,30m,30m,0h10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-11,MRK78,galaxies; active_galactic_nuclei,,,28-29.01.1990,30m,30m,0h50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-12,Field MRK79,galaxies; field-of-view; active_galactic_nuclei,,,28-29.01.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-13,MRK79,galaxies; active_galactic_nuclei,,,28-29.01.1990,30m,30m,1h40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-14,MRK79,galaxies; active_galactic_nuclei,,,28-29.01.1990,30m,30m,2h15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-23,MRK766,galaxies; active_galactic_nuclei,,,28-29.01.1990,20m,20m,5h05m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-24,MRK766,galaxies; active_galactic_nuclei,,,28-29.01.1990,20m,20m,5h35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-3-25,Field MRK766,galaxies; field-of-view; active_galactic_nuclei,,,28-29.01.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-4,Calibration,calibration,,,28-29.01.1990,"8m,4m,2m,1m,40s,20s,15s","8m,4m,2m,1m,40s,20s,15s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-4,Calibration,calibration,,,28-29.01.1990,"5s,10s,20s,40s,1.6m,3m,6m,3m,1.5m,40s,20s,10s","5s,10s,20s,40s,1.6m,3m,6m,3m,1.5m,40s,20s,10s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-4,Calibration,calibration,,,30-31.01.1990,"5s,10s,20s,40s,1.5m,3m,6m,3m,1.5m,40s,20s,10s,5s","5s,10s,20s,40s,1.5m,3m,6m,3m,1.5m,40s,20s,10s,5s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-1,Field MRK3,field-of-view; active_galactic_nuclei,,,02-03.03.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-2,MRK3,active_galactic_nuclei,,,02-03.03.1990,15m,15m,11h30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-3,MRK3,active_galactic_nuclei,,,02-03.03.1990,15m,15m,11h50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-4,MRK3,active_galactic_nuclei,,,02-03.03.1990,15m,15m,0h15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-5,Field NGC3227,field-of-view; active_galactic_nuclei,,,02-03.03.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-6,NGC3227,active_galactic_nuclei,,,02-03.03.1990,15m,15m,0h55m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-7,NGC3227,active_galactic_nuclei,,,02-03.03.1990,15m,15m,1h20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-8,NGC3227,active_galactic_nuclei,,,02-03.03.1990,15m,15m,1h45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-9,Field NGC4151,field-of-view; active_galactic_nuclei,,,02-03.03.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-10,NGC4151,active_galactic_nuclei,,,02-03.03.1990,2m,2m,2h17m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-11,NGC4151,active_galactic_nuclei,,,02-03.03.1990,2m,2m,2h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-12,NGC4151,active_galactic_nuclei,,,02-03.03.1990,2m,2m,2h35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-13,NGC4151,active_galactic_nuclei,,,02-03.03.1990,2m,2m,2h40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-14,Field NGC4939,field-of-view; active_galactic_nuclei,,,02-03.03.1990,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-5-15,NGC4939,active_galactic_nuclei,,,02-03.03.1990,22m,22m,3h35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-6-1,Field MRK34,field-of-view; active_galactic_nuclei,,,04-05.03.1990,40s,40s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-6-2,MRK34,active_galactic_nuclei,,,04-05.03.1990,40m,40m,2h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-6-9,Field NGC5548,field-of-view; active_galactic_nuclei,,,04-05.03.1990,1m,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-6-10,Field NGC5548,field-of-view; active_galactic_nuclei,,,04-05.03.1990,30s,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-6-11,NGC5548,active_galactic_nuclei,,,04-05.03.1990,30m,30m,4h45m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-6-12,NGC5548,active_galactic_nuclei,,,04-05.03.1990,30m,30m,5h20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-12,MRK176,active_galactic_nuclei,,,11-12.03.1989,40m,40m,21h13m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-13,Field MRK176,field-of-view; active_galactic_nuclei,,,11-12.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-14,Field MRK176,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-15,MRK205,galaxies; active_galactic_nuclei,,,11-12.03.1989,30m,30m,2h10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-15,MRK10,active_galactic_nuclei,,,12-13.03.1989,30m,30m,23h37m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-16,Field MRK10,field-of-view; active_galactic_nuclei,,,12-13.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-17,MRK704,galaxies; active_galactic_nuclei,,,12-13.03.1989,30m,30m,0h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-18,Field MRK704,galaxies; field-of-view; active_galactic_nuclei,,,12-13.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-24,NGC4939,active_galactic_nuclei,,,12-13.03.1989,20m,20m,3h20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-25,Field NGC4939,field-of-view; active_galactic_nuclei,,,12-13.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-26,NGC4939,active_galactic_nuclei,,,12-13.03.1989,10m,10m,3h20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-1-27,Field NGC4939,field-of-view; active_galactic_nuclei,,,12-13.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-1,MRK3,active_galactic_nuclei,,,08-09.03.1989,20m,20m,22h05m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-2,MRK3,active_galactic_nuclei,,,08-09.03.1989,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-3,MRK3,active_galactic_nuclei,,,08-09.03.1989,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-4,Field MRK3,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-5,Field MRK3,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-6,MRK705,galaxies; active_galactic_nuclei,,,08-09.03.1989,30m,30m,23h20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-7,Field MRK705,galaxies; field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-8,MRK705,galaxies; active_galactic_nuclei,,,08-09.03.1989,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-9,Field MRK705,galaxies; field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-10,Field MRK705,galaxies; field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-11,NGC3516,active_galactic_nuclei,,,08-09.03.1989,20m,20m,0h36m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-12,Field NGC3516,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-21,NGC4151,active_galactic_nuclei,,,08-09.03.1989,2.5m,2.5m,2h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-22,Field NGC4151,field-of-view; active_galactic_nuclei,,,08-09.03.1989,5s,5s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-27,NGC5548,active_galactic_nuclei,,,08-09.03.1989,30m,30m,4h20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-29,NGC5548,active_galactic_nuclei,,,08-09.03.1989,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-28,Field NGC5548,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-2-30,Field NGC5548,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-18,NGC5548,active_galactic_nuclei,,,03-04.03.1989,8m,8m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-19,Field NGC5548,field-of-view; active_galactic_nuclei,,,03-04.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-20,Field NGC5548,field-of-view; active_galactic_nuclei,,,03-04.03.1989,7s,7s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-21,NGC5548,active_galactic_nuclei,,,03-04.03.1989,6m,6m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-13,NGC3516,active_galactic_nuclei,,,08-09.03.1989,10m,10m,0h36m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-14,Field NGC3516,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-15,NGC3516,active_galactic_nuclei,,,08-09.03.1989,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-16,Field NGC3516,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-17,NGC4151,active_galactic_nuclei,,,08-09.03.1989,10m,10m,2h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-18,Field NGC4151,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-19,NGC4151,active_galactic_nuclei,,,08-09.03.1989,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-20,Field NGC4151,field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-23,MRK766,galaxies; active_galactic_nuclei,,,08-09.03.1989,30m,30m,3h08m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-24,Field MRK766,galaxies; field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-25,MRK766,galaxies; active_galactic_nuclei,,,08-09.03.1989,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-3-26,Field MRK766,galaxies; field-of-view; active_galactic_nuclei,,,08-09.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-1,MRK10,active_galactic_nuclei,,,11-12.03.1989,30m,30m,22h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-2,Field MRK10,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-3,Field MRK10,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-6,MRK704,galaxies; active_galactic_nuclei,,,11-12.03.1989,25m,25m,23h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-7,Field MRK704,galaxies; field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-8,Field MRK704,galaxies; field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-9,MRK124,galaxies; active_galactic_nuclei,,,11-12.03.1989,40m,40m,24h13m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-10,Field MRK124,galaxies; field-of-view; active_galactic_nuclei,,,11-12.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-11,Field MRK124,galaxies; field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-18,MRK50,active_galactic_nuclei,,,11-12.03.1989,40m,40m,3h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-19,Field MRK50,field-of-view; active_galactic_nuclei,,,11-12.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-20,Field MRK50,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-23,NGC4939,active_galactic_nuclei,,,11-12.03.1989,10m,10m,4h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-24,Field NGC4939,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-25,NGC4939,active_galactic_nuclei,,,11-12.03.1989,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-21,MRK34,active_galactic_nuclei,,,12-13.03.1989,30m,30m,2h23m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-22,Field MRK34,field-of-view; active_galactic_nuclei,,,12-13.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-4-23,Field MRK34,field-of-view; active_galactic_nuclei,,,12-13.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-5,Calibration,calibration,,,03-04.03.1989,"1m,30s,15s,8s,4s,2s,1s,0.5s","1m,30s,15s,8s,4s,2s,1s,0.5s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-5,Calibration,calibration,,,04-05.03.1989,"15s,30s,1m,30s,16s,4s,2s","15s,30s,1m,30s,16s,4s,2s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-5,Calibration,calibration,,,08-09.03.1989,"1s,2s,4s,8s,16s,30s,1m,2m,4m","1s,2s,4s,8s,16s,30s,1m,2m,4m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-6,Calibration,calibration,,,09-10.03.1989,"8m,4m,2m,1m,30s,15s,8s,4s,2s","8m,4m,2m,1m,30s,15s,8s,4s,2s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-6,Calibration,calibration,,,12-13.10.1989,"2s,4s,8s,16s,30s,1m,2m,4m","2s,4s,8s,16s,30s,1m,2m,4m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-6-5,NGC3516,active_galactic_nuclei,,,09-10.03.1989,30m,30m,1h28m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-6-6,Field NGC3516,field-of-view; active_galactic_nuclei,,,09-10.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-6-11,NGC4151,active_galactic_nuclei,,,09-10.03.1989,20m,20m,2h53m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-6-12,Field NGC4151,field-of-view; active_galactic_nuclei,,,09-10.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-1,NGC2196,galaxies,,,02-03.01.1982,10m,10m,2h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-2,Field NGC2196,galaxies; field-of-view,,,02-03.01.1982,12s,12s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-3,NGC2935,galaxies,,,02-03.01.1982,8m,8m,3h07m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-4,Field NGC2935,galaxies; field-of-view,,,02-03.01.1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-16,Field MRK205,galaxies; field-of-view; active_galactic_nuclei,,,11-12.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-17,Field MRK205,galaxies; field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-21,NGC4939,active_galactic_nuclei,,,11-12.03.1989,20m,20m,4h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-22,Field NGC4939,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-30,Field NGC5548,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-31,Field NGC5548,field-of-view; active_galactic_nuclei,,,11-12.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-32,NGC5548,active_galactic_nuclei,,,11-12.03.1989,20m,20m,5h50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-7,NGC5548,active_galactic_nuclei,,,04-05.03.1989,20m,20m,6h05m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-8,Field NGC5548,field-of-view; active_galactic_nuclei,,,04-05.03.1989,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-19,MRK124,galaxies; active_galactic_nuclei,,,12-13.03.1989,35m,35m,1h34m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXVI-7-20,Field MRK124,galaxies; field-of-view; active_galactic_nuclei,,,12-13.03.1989,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-12,Field IIzw136,field-of-view,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-11,Field IIzw136,field-of-view,,,03-04.11.1988,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-10,IIzw136,,,,03-04.11.1988,20m,20m,22h13m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-2,Field MRK700,galaxies; field-of-view; active_galactic_nuclei,,,03-04.11.1988,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-3,Field MRK700,galaxies; field-of-view; active_galactic_nuclei,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-28,Field NGC1068,galaxies; field-of-view,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-18,Field MRK917,galaxies; field-of-view; active_galactic_nuclei,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-17,Field MRK917,galaxies; field-of-view; active_galactic_nuclei,,,03-04.11.1988,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-16,MRK917,galaxies; active_galactic_nuclei,,,03-04.11.1988,20m,20m,23h35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-23,MRK1,active_galactic_nuclei,,,04-05.11.1988,30m,30m,2h05m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-24,Field MRK1,field-of-view; active_galactic_nuclei,,,04-05.11.1988,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-25,Field MRK1,field-of-view; active_galactic_nuclei,,,04-05.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-33,NGC1275,active_galactic_nuclei,,,04-05.11.1988,15m,15m,4h00m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-34,Field NGC1275,field-of-view; active_galactic_nuclei,,,04-05.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1-35,Field NGC1275,field-of-view; active_galactic_nuclei,,,04-05.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-1,Calibration,calibration,,,04-05.11.1988,"6m,3m,1.5m,40s,20s,10s","6m,3m,1.5m,40s,20s,10s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-27,Field NGC1068,galaxies; field-of-view,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-26,Field NGC1068,galaxies; field-of-view,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-25,NGC1068,galaxies,,,03-04.11.1988,4m,4m,1h56m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-1,MRK700,galaxies; active_galactic_nuclei,,,03-04.11.1988,20m,20m,19h55m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-15,Field MRK304,galaxies; field-of-view; active_galactic_nuclei,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-14,Field MRK304,galaxies; field-of-view; active_galactic_nuclei,,,03-04.11.1988,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-13,MRK304,galaxies; active_galactic_nuclei,,,03-04.11.1988,20m,20m,22h55m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-20,MRK335,active_galactic_nuclei,,,04-05.11.1988,20m,20m,1h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-21,Field MRK335,field-of-view; active_galactic_nuclei,,,04-05.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-22,Field MRK335,field-of-view; active_galactic_nuclei,,,04-05.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-30,Field NGC1068,galaxies; field-of-view,,,04-05.11.1988,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-31,Field NGC1068,galaxies; field-of-view,,,04-05.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-32,Field NGC1068,galaxies; field-of-view,,,04-05.11.1988,5s,5s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-26,NGC1068,galaxies,,,04-05.11.1988,6m,6m,3h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-27,NGC1068,galaxies,,,04-05.11.1988,3m,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-28,NGC1068,galaxies,,,04-05.11.1988,1.5m,1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-2-29,NGC1068,galaxies,,,04-05.11.1988,1.5m,1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-3-2,Field MRK506,field-of-view; active_galactic_nuclei,,,03-04.11.1988,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXXI-3-3,Field MRK506,field-of-view; active_galactic_nuclei,,,03-04.11.1988,10s,10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
