ID,OBJECT,OBJECT-TYPE,RA,DEC,EQ-ORIG,DATE-OBS,EXPTIME,TMS-LST,TME-LST,TMS-LT,TME-LT,SIZE,TELESCOPE,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,FILTER,PLATNOTE
1K-2173-2172-cal2,Calibration,,,,,14-15.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2171,NGC4486,,12 28 17,12 40 01,,13-14.02.1961,40m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2170,NGC3379,,10 45 11,12 50 44,,13-14.02.1961,40m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2170-2171-cal,Calibration,,,,,13-14.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2170-2171-cal2,Calibration,,,,,13-14.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2163,NGC3379,,10 45 11,12 50 44,,11-12.02.1961,50m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2163-cal,Calibration,,,,,11-12.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2161,NGC4486,,12 28 17,12 40 01,,11-12.01.1961,25m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2163-cal2,Calibration,,,,,11-12.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2161-cal,Calibration,,,,,11-12.01.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2161-2159-cal2,Calibration,,,,,11-12.01.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2161-2159-cal3,Calibration,,,,,11-12.01.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2159,NGC3379,,10 45 11,12 50 44,,11-12.02.1961,25m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,пятна на эмульсии
1K-2161-2159-cal4,Calibration,,,,,11-12.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2154,NGC4486,,12 28 17,12 40 01,,10-11.02.1961,50m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2154-cal,Calibration,,,,,10-11.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2154-cal2,Calibration,,,,,10-11.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2150,spec Supernova,,,,,27-28.01.1961,13m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2149,Supernova,,,,,26-27.01.1961,,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2149-cal,Calibration,,,,,26-27.01.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2112,Enke(comet),,,,,08-09.12.1960,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2112-cal,Calibration,,,,,08-09.12.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2113,Enke(comet),,,,,08-09.12.1960,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2111,NGC1023,,02 37 15,38 50 56,,22-23.11.1960,30m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2111-cal,Calibration,,,,,22-23.11.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2111-cal2,Calibration,,,,,22-23.11.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2109,NGC2655,,08 49 08,78 24 47,,22-23.11.1960,30m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2109-cal,Calibration,,,,,22-23.11.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2107,Enke(comet),,,,,09.10.1960,26m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2108,Enke(comet),,,,,09-10.10.1960,25m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2106,NGC524,,01 22 10,09 16 43,,24-25.10.1960,1h,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2106-cal,Calibration,,,,,24-25.10.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2105,NGC488,,1h49m,5.00,,24-25.10.1960,20m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,царапины на экмульсии
1K-2104,NGC474,,1h17.5m,3.10,,24-25.10.1960,20m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2105-2104-cal,Calibration,,,,,24-25.10.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2103,NGC524,,1h22.1m,9.16,,24-25.04.1960,20m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2102,S273,,23h33m,59.25,,24-25.04.1960,20m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2101,S270,,23h02m,59.49,,24-25.04.1960,20m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2099,nebula,,12h29m,04.09,,24-25.04.1960,5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2098,nebula,,12h23,04.09,,24-25.04.1960,6m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2101-2102-2103-cal,Calibration,,,,,24-25.04.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2101-2102-2103-cal2,Calibration,,,,,24-25.04.1960,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2058,spec 21P/Giacobini-Zinner(comet),,7h20,110.40,,02-03.10.1964,6m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2054,spec 21P/Giacobini-Zinner(comet),,,,,02-03.10.1964,6m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2062,spec 21P/Giacobini-Zinner(comet),,,,,02-03.10.1964,6m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2060,spec 21P/Giacobini-Zinner(comet),,,,,02-03.10.1964,6m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-1795,comet(polar.),,,,,30.09-01.10.1962,,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-77,comet,,10h24,35.15,,03-04.03.1977,10s,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-90,comet,,12h09,-12.00,,23-24.04.1977,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-89,comet,,12h08,-12.00,,23-24.04.1977,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-118,comet,,20h58,-5.00,,21-22.08.1977,14m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-117,comet,,20h59,-5.00,,21-22.08.1977,14m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-120,comet,,20h57,-5.00,,22-23.08.1977,14m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-119,comet,,20h58,-5.00,,21-22.08.1977,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N1,comet,,,,,12-13.09.1977,,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-161,comet,,0h05,-12.00,,23-24.09.1978,15m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-162,comet,,0h05,-12.00,,24-25.09.1978,15m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N2,comet,,0h00,-8.00,,14-15.10.1977,5.5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N3,comet,,0h00,-8.00,,14-15.10.1977,5.5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-163,comet,,0h05,-12.00,,24-25.10.1978,15m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-164,comet,,0h05,-12.00,,25-26.10.1978,15m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N4,101P/Chernykh,,0h00,-8.00,,14-15.11.1977,5.5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-165,comet,,0h05,-12.00,,25-26.09.1978,15m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-185,comet,,0h26,-0.26,,20-21.08.1979,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-184,comet,,0h26,-0.20,,20-21.08.1979,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-186,C/1847 T1? comet,,22h23,-16.00,,10-11.11.1979,5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-187,C/1847 T1? come(meira),,22h23,-16.00,,10-11.11.1979,5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N5,65P/Gunn,,13h21,-1.50,,16-17.06.1982,13.5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-256,comet?,,3h45,30.00,,21-22.10.1982,12m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-257,comet?,,3h45,30.00,,21-22.10.1982,12m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-259,11P/Swift-Tempel-LINEAR,,3h48,14.00,,11-12.12.1982,12m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-260,11P/Swift-Tempel-LINEAR,,3h48,14.00,,11-12.12.1982,12m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-262,11P/Swift-Tempel-LINEAR,,3h48,14.00,,12-13.12.1982,12m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-263,11P/Swift-Tempel-LINEAR,,3h48,14.00,,12-13.12.1982,12m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N7,1975n/Vesta,,21h30,8.40,,10.03.1976,1m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N6,1975n/Vesta,,21h30,8.40,,28.03.1976,6m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-121,36P/Whipple,,20h57,-5.00,,22-23.08.1977,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
5-N8,1975n/Vesta,,,,,,,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2502,Star,,7h02,-12.00,,14-15.01.1963,40m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2502-st,Star,,,,,14-15.01.1963,40m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2502-cal,Calibration,,,,,14-15.01.1963,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2500,Star,,7h02,12.16,,21-22.12.1963,,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2500-st,Star,,,,,21-22.12.1963,,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2500-cal,Calibration,,,,,21-22.12.1963,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2499,Star,,3h19,8.23,,21-22.12.1963,25m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2499-st,Star,,,,,21-22.12.1963,25m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2499-cal,Calibration,,,,,21-22.12.1963,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2494,Star,,5h19,8.23,,19-20.12.1963,50m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,"OaE + Halfa,  камера 1:1,  призма угол преломления 60град,  высота 7.4,  стекло 0118,  f=5см,  коллиматор D=5см,  относительно отверстия 1:24",,,
12-2494-st-1,Star,,,,,19-20.12.1963,50m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,, стандарт по ядру ,,,
12-2494-st-2,gam-Ori,,05 22 26,06 18 21,,19-20.12.1963,50m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2494-cal-1,Calibration,,,,,19-20.12.1963,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2494-cal-2,Calibration,,,,,19-20.12.1963,,,,,,3 * 4.8,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2491,NGC7023,,21 00 59.7,67 57 55,,19-20.12.1963,50m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,OaE+Halfa,,,
12-2491-cal,Calibration,,,,,19-20.12.1963,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2490,Star,,7h02,-12.16,,15-16.12.1963,40m,,,,,8.8 * 9.7,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2490-st,Star,,,,,15-16.12.1963,40m,,,,,,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
12-2490-cal,Calibration,,,,,15-16.12.1963,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-269,NGC281,,00 49 29.1,56 17 37,,29-30.09.1983,40m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,красный фильтр,
9-269-st,Star(Field And),,,,,29-30.09.1983,40m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-266,Star,,2h28,61.00,,27-28.11.1983,25m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-264,NGC281,,00 49 29.1,56 17 37,,26-27.11.1983,30m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-265,IC5146,,21h53,47.00,,27-28.11.1983,25m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-265-266-st,Star(Field Lac),,22h20,49.00,,27-28.11.1983,25m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-255,Star(gam Cyg),,20h20,40.00,,15-16.09.1982,20m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-264-st,Star(Field And),,,,,26-27.11.1983,30m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-1,nu Sco,,16 09 05,-19 19 56,,06-07.07.1980,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-1-st,Star(Field Sco),,,,,03-04.07.1980,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-207,nu Sco,,16 09 05,-19 19 56,,09-10.07.1980,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-207-st,nu Sco(Field),,16 09 05,-19 19 56,,09-10.07.1980,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-182,NGC6514,,17 59 39,17 59 39,,18-19.07.1978,13.5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-182-st,NGC6514(Field),,,,,18-19.07.1978,13.5m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-206,IC4542,,16h09,-19.00,,02-03.07.1980,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-206-st,Field del,,20h40,15.00,,02-03.07.1980,16m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-151-a,Star,,5h19,8.25,,04-05.03.1978,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-151-st-c,Star,,,,,11-12.03.1978,10m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-151-b,Star,,5h19,8.25,,11-12.03.1978,14m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-209-cal,Calibration,,,,,,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-264-cal,Calibration,,,,,26-27.11.1983,30m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-241-242-cal,Calibration,,,,,05-06.02.1981,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-206-cal,Calibration,,,,,02-03.07.1980,16m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-206-cal-2,Calibration,,,,,03-04.07.1978,10m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-207-cal,Calibration,,,,,09-10.07.1980,16m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-265-266-cal,Calibration,,,,,27-28.11.1980,25m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-269-cal,Calibration,,,,,29-30.09.1983,40m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-181-cal,Calibration,,,,,,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,засветка
9-182-cal,Calibration,,,,,18-19.07.1978,13.5m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-151-cal-b,Calibration,,,,,11-12.03.1978,10m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-151-cal-a,Calibration,,,,,04-05.03.1978,10m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
9-207-cal,Calibration,,,,,09-10.07.1980,16m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
13-2919,NGC6590,,18h14,-20.00,,30.06-01.07.1965,4m,18h17,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Astro spectr,,,,,,фс6
13-2920,NGC6590,,18h14,-20.00,,30.06-01.07.1965,4m,18h27,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Astro spectr,,,,,,фс6
13-2921-st,NGC6494,,17 54 00,-18 58 53,,30.06-01.07.1965,4m,,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,,,,st - 2919-2920,,,
13-2714,Ced44,,5h19,08 23 00,,14-15.10.1964,55m,3h49,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,,,,"Kod Oae,  фHalfa",,,
13-2714-st,gam-Ori,,5h22,06 18 00,,14-15.10.1964,55m,,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,,,,st-2714,,,
13-2784,Ced44,,5h19,08 23 00,,02-03.01.1965,25m,4h57,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Astro spectr,,,,,,сс4
13-2784-st-1,gam-Ori,,5h22,06 18 00,,02-03.01.1965,25m,5h27,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Astro spectr,,,,,,сс4
13-2784-st-2,Ced44,,5h19,08 23 00,,02-03.01.1965,25m,5h59,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Astro spectr,,,,,,сс4
13-2784-cal,Calibration,,,,,02-03.01.1965,25m,,,,,3 * 9.5,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,,,,,,,
13-3063,Ced44,,5h19,08 23 00,,10-11.02.1966,35m,5h50,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-3063-st-1,gam-Ori,,5h22,06 18 00,,10-11.02.1966,35m,3h10,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-3063-st-2,Ced44,,5h19,08 23 00,,10-11.02.1966,35m,3h29,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-3063-cal,Calibration,,,,,10-11.02.1966,35m,,,,,3 * 9.5,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-3064,Ced44,,5h19,08 23 00,,11-12.02.1966,20m,5h25,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-3064-st-1,gam-Ori,,5h22,06 18 00,,11-12.02.1966,20m,5h00,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-3064-st-2,Ced44,,5h19,08 23 00,,11-12.02.1966,20m,5h50,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-3064-cal,Calibration,,,,,11-12.02.1966,20m,,,,,3 * 9.5,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,,
13-2610,NGC7023,,21h01,67 58 00,,07-08.09.1964,10m,21h57,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,H_alf,
13-2610-st,del-Cyg,,19h44,45 00 00,,07-08.09.1964,10m,21h13,,,,9.8*8.8,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,H_alf,
13-2610-cal,Calibration,,,,,07-08.09.1964,10m,,,,,3 * 9.5,50cm менисковый телескоп Максутова,Курчаков А.В.,,,,,Kod OaO,,,,,H_alf,
