ID,OBJECT,OBJECT-TYPE,RA,DEC,EQ-ORIG,DATE-OBS,EXPTIME,TMS-LST,TME-LST,TMS-LT,TME-LT,SIZE,TELESCOPE,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,FILTER,PLATNOTE
2-945,Brooks-2,comet,3h51m,10.35,,7-8.12.1953,31m,2h36m,3h07m,2h36m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,2," облака, ветер",,,,метод Меткофа-Блажко,,,,,
2-953,Brooks-2,comet,3h50m,10.34,,9-10.12.1953,30m; 30m,2h36m;  3h07m,3h06m; 3h37m,2h36m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,1.5,,U=-1m.4,,,метод Меткофа-Блажко,,,,,
2-953-st,SA 49,,5h24m,29.40,,9-10.12.1953,30m,3h56m,4h26m,3h56m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,1.5,,U=-1m.4,,,,,стандарт к снимку 2-953,,,
2-941,Brooks-2,comet,3h53m,10.40,,3-4.12.1953,30m,4h10m,4h40m,4h10m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,-5,,,photographic plate,Isopan ISS,метод Меткофа-Блажко,,,,,
2-943,Neujmin-2,comet,,,,6-7.12.1953,33m; 33m,2h55m; 3h30m,3h28m; 4h03m,2h55m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,-3," прозрачность хорошая, изображение спокойное",,photographic plate,Isopan ISS(очувствленные),метод Меткофа-Блажко,,,,,
2-949,Neujmin-2,comet,5h43m,41.00,,8-9.12.1953,40m,7h05m,7h45m,7h05m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,-1.5," ясно, изображение спокойное",,photographic plate,Isopan ISS(очувствленные),метод Меткофа-Блажко,,,,,
2-950,Neujmin-2,comet,5h43m,41.00,,8-9.12.1953,40m,8h00m,8h40m,8h00m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,-1.5," ясно, изображение спокойное",,photographic plate,Isopan ISS(очувствленные),метод Меткофа-Блажко,,,,,
2-974,Neujmin-2,comet,4h54m,37.02,,22-23.01.1954,30m; 30m,3h10m; 3h43m,3h40m; 4h13m,3h10m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,-7.5, прозрачность хорошая,,,,метод Меткофа-Блажко,,,,,
2-975,Neujmin-2,comet,4h54m,37.02,,22-23.01.1954,30m,4h22m,4h52m,4h22m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,-7.5, прозрачность хорошая,,,,метод Меткофа-Блажко,,,,,
2-969,Neujmin-2,comet,5h01m.5,38.59,,11-12.01.1954,30m; 30m,9h11m; 9h44m,9h41m; 10h14m,9h11m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Торопова Т.П.,-1.5,"ветер, изображение неспокойное",,photographic plate,Isopan ISS(очувствленные аммиаком),метод Меткофа-Блажко,,,,,
2-1369,Mrkos,comet,,,,27-28.06.1955,23m,20h32m,20h55m,20h32m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,15, прозрачность средняя,,,,метод Меткофа-Блажко,,,,,
2-1472,Mrkos,comet,,,,25-26.10.1955,2m; 2m,6h19m; 6h43m,6h21m; 6h45m,6h19m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,,,,photographic plate,HP 3 (Jlford),метод Меткофа-Блажко,,,,,
2-1378,Bakharev,comet,21h34m,54.00,,11-12.08.1955,6m; 6m,20h01m; 20h25m,20h07m; 20h31m,20h01m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,26,,U=+1m4s,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1381,Bakharev,comet,20h50m,60.00,,22-23.08.1955,10m; 10m,20h32m; 20h52m,20h40m; 21h02m,20h32m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,18.5,,U=-20s,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-997,MP2Pallas,comet,9h30m,-10.24,,26-27.02.1954,20m,9h56m,10h16m,9h56m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,-12, прозрачность хорошая,,photographic plate,,метод Меткофа-Блажко,,,,,
2-1386,Honda,comet,14h39m,71.30,,24-25.08.1955,15m,0h42m,0h57m,0h42m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,16,,U=+9s,photographic plate,rotrapid (очувствленные),метод Меткофа-Блажко,,,,,
2-1387,Honda,comet,14h39m,71.30,,24-25.08.1955,15m,1h02m,1h17m,1h02m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,16,,U=+9s,photographic plate,rotrapid (очувствленные),метод Меткофа-Блажко,,,,,
2-1388,Honda,comet,14h39m,71.30,,24-25.08.1955,10m,1h23m,1h33m,1h23m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,16,,U=+9s,photographic plate,rotrapid (очувствленные),метод Меткофа-Блажко,,,,,
2-1389,Honda,comet,14h39m,71.30,,24-25.08.1955,10m,1h40m,1h50m,1h40m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,16,,U=+9s,photographic plate,rotrapid (очувствленные),метод Меткофа-Блажко,,,,,
2-1390,Honda,comet,14h39m,71.30,,24-25.08.1955,7m,2h03m,2h10m,2h03m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,16,,U=+9s,photographic plate,rotrapid (очувствленные),метод Меткофа-Блажко,,,,,
2-1391,Honda,comet,14h39m,71.30,,24-25.08.1955,5m30s,2h14m30s,2h20m,2h14m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,16,,U=+9s,photographic plate,rotrapid (очувствленные),метод Меткофа-Блажко,,,,,
2-1392,Honda,comet,15h02m,68.00,,25-26.08.1955,1m; 1m,21h05m; 21h28m,21h06m; 21h29m,21h05m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17,,,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1393,Honda,comet,15h02m,68.00,,25-26.08.1955,9m,21h52m,22h01m,21h52m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17,,,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1394,Honda,comet,15h02m,68.00,,25-26.08.1955,45m,22h12m,22h57m,22h12m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17,,,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1395,Honda,comet,15h02m,68.00,,25-26.08.1955,20m,23h06m,23h26m,23h06m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17,,,photographic plate,Astro uns,метод Меткофа-Блажко,,к снимку имеется стандарт 11-1396,,,
2-1397-a,Honda,comet,9h53m,68.00,,25-26.08.1955,20m,24h04m,24h24m,24h04m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17,,,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1397,Honda,comet,,,,26-27.08.1955,2m; 1m,1h32m; 1h36m,1h34m; 1h37m,1h32m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,15, облачность,,photographic plate,Isopan ISS,метод Меткофа-Блажко,,,,,
2-1398,Honda,comet,,,,26-27.08.1955,2m; 1m,1h42m; 1h44m,1h45m; 1h46m,1h42m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,15, облачность,,photographic plate,Isopan ISS,метод Меткофа-Блажко,,,,,
2-1399,Honda,comet,15h40m,57.00,,29-30.08.1955,2m08s,22h50m28s,22h52m36s,22h50m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17, облачность,U=+1m24s,photographic plate,HP 3,,,,,,
2-1400,Honda,comet,15h40m,57.00,,29-30.08.1955,3m,23h10m,23h13m,23h10m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17, облачность,U=+1m24s,photographic plate,HP 3,,,,,кр.ф. III,
2-1401,Honda,comet,15h40m,57.00,,29-30.08.1955,2m,23h56m,23h58m,23h56m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17, облачность,U=+1m24s,photographic plate,HP 3,,,,,кр.ф. I,
2-1402,Honda,comet,15h40m,57.00,,29-30.08.1955,2m,0h05m,0h07m,0h05m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17, облачность,U=+1m24s,photographic plate,HP 3,,,,,кр.ф. I,
2-1403,Honda,comet,15h40m,57.00,,29-30.08.1955,16m,0h21m,0h37m,0h21m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,17, облачность,U=+1m24s,photographic plate,HP 3,,,,,кр.ф. I,
2-1634,Olbers,comet,14h05m,10.32,,12-13.09.1956,11m; 10m,18h58m; 19h11m,19h09m; 19h21m,18h58m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,"U=-7m31s, снимок плохого качества",photographic plate,пластинкиJsopJSS,метод Меткоф-Блажко,,,,,
2-1676,Grigg,comet,9h15m,0.00,,16-17.10.1956,16m; 16m,05h46m; 06h07m,06h02m; 06h23m,05h46m,,9.2*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,16,,,photographic plate,пластинкиJsopJSS,метод Меткоф-Блажко,,,,,
2-1733,Kondi,comet,0h29m,03.42,,25-26.12.1956,5m,01h52m,01h57m,01h52m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,-8, сквозь облака,,,,,,,,,
2-1794,Mrkos 1956h,comet,,,,28-29.04.1957,,300*    12h27m10s        210*    12h32m20s                210*    12h35m30s           300*    12h40m10s,,12h27m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,9,,,photographic plate,Kodak 103 OaE,,,,,поляроид,
2-1796,Mrkos 1956h,comet,,,,30.04-1.05.1957,22m,12h44m,13h06m,12h44m,,9.2*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,4,,,photographic plate,Kodak 103 OaO+бс8+фс7,,,,,,
2-1771,Ashbrook–Jackson,comet,4h04m,32.30,,24-25.03.1957,3m; 5m,7h33m; 7h39m,7h38m; 7h42m,7h33m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,5, облачность,,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1777,Ashbrook–Jackson,comet,4h04m,33.00,,24-25.03.1957,12m; 15m,21h55m; 22h21m,22h07m; 22h36m,21h55m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,5, облачность,,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1779,Ashbrook–Jackson,comet,4h11m.8,32.08,,25-26.03.1957,12m; 15m,09h46m; 10h10m,09h58m; 10h25m,09h46m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,5,,,photographic plate,Jlford zenith,метод Меткофа-Блажко,,,,,
2-1782,22P/Kopff,comet,11h02m,11.40,,26-27.03.1957,15m; 15m,10h25m; 10h41m,10h40m; 10h56m,10h25m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,11,,,photographic plate,,метод Меткофа-Блажко,,,,,
2-1785,22P/Kopff,comet,10h02m,11.44,,27-28.03.1957,15m; 15m,10h48m; 11h05m,11h03m; 11h20m,10h48m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,11,,,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-1786,22P/Kopff,comet,10h47m,13.00,,16-17.04.1957,15m; 15m,10h26m; 10h58m,10h41m; 11h13m,10h26m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,10," прозрачность средняя, подсвечивает Луна",,photographic plate,HP 3,метод Меткофа-Блажко,,,,,
2-2076,Schwassmann-Wachmann 1925 I ,comet,01h03m,17.30,,27-28.11.1959,25m,24h20m,24h45m,24h20m,,9.2*9.7 ,50cm менисковый телескоп Максутова,,,,,,,метод Меткофа-Блажко,,,,,
2-2077,Schwassmann-Wachmann 1925 II,comet,01h2m.2,17.19,,30.11-1.12.1959,25m,0h51m,01h6m,0h51m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,-3,,,,,метод Меткофа-Блажко,,,,,
2-2078,Schwassmann-Wachmann 1925 II,comet,01h01m,17.17,,2-3.12.1959,25m,0h34m,0h59m,0h34m,,9.7*9.7 ,50cm менисковый телескоп Максутова,,-5,,,,,метод Меткофа-Блажко,,,,,
2-984,Neujmin-2,comet,04h55m,34.45,,4-5.02.1954,30m; 30m,6h39m; 7h14m,7h09m; 7h44m,6h39m,,9.2*9.2 ,50cm менисковый телескоп Максутова,,4,,U=-1m27s.5,film,пленки Изопанхром,метод Меткоф-Блажко,,,,,
2-989,Neujmin-2,comet,04h55m,34.45,,5-6.02.1954,30m,6h42m,7h12m,6h42m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,4,,,film,пленки Изопанхром,метод Меткоф-Блажко,,,,,
2-1366-a,Mrkos,comet,06h06m,56.00,,23-24.06.1955,4m,20h13m,20h17m,20h13m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,U=-5s,photographic plate,Jlord HP 3,,,,,,
2-1366-c,Mrkos,comet,06h06m,56.00,,23-24.06.1955,2m,20h42m,20h44m,20h42m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,U=-5s,photographic plate,Astro uns,,,,,,
2-1366-d,Mrkos,comet,06h06m,56.00,,23-24.06.1955,1m,20h48m,20h49m,20h48m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,U=-5s,photographic plate,Jlord HP 3,,,,,,
2-1366-e,Mrkos,comet,06h06m,56.00,,23-24.06.1955,1m,20h53m,20h54m,20h53m,,9.7*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,18,,U=-5s,photographic plate,Jlord HP 3,,,,,,
2-1370,Mrkos,comet,06h06m,60.00,,27-28.06.1955,30s,21h03m00s,21h03m30s,21h03m,,9.2*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,15,,,,,метод Меткофа-Блажко,,,,,
2-2442,Ashbrook–Jackson,comet,23h24m,-13.50,,18-19.08.1963,35m,22h30m,23h05m,22h30m,,8.9*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,20," прозрачность хорошая,  бриз",U=+1m36s,,,,,,,,
2-2443,Ashbrook–Jackson,comet,23h24m,-13.50,,18-19.08.1963,35m,23h10m,23h45m,23h10m,,8.9*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,20," прозрачность хорошая,  бриз",U=+1m36s,,,,,,,,
2-2444,Ashbrook–Jackson,comet,23h24m,-13.50,,18-19.08.1963,35m,23h49m,00h24m,23h49m,,8.9*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,20," прозрачность хорошая,  бриз",U=+1m36s,,,,,,,,
2-2462,Ashbrook–Jackson,comet,22h57m,-05.10,,21-22.11.1963,32m,23h08m,23h40m,23h08m,,8.7*9.2 ,50cm менисковый телескоп Максутова,,6,,,,,,,,,,край пластинки разбит
3-6436-a,Field gam Cyg,field,20h20m,40.15,,29-30.08.1989,10m,23h09m,23h19m,23h09m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD,,,имеет стандарт 3-6436 b и калибровку ,,жс.18,
3-6436-b  ,Field Lac,field,22h30m,50.00,,29-30.08.1989,10m,23h48m,23h58m,23h48m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,, стандарт к снимку 3-6436 a  ,,жс.18,
3-6436-Calibration  ,Calibration,calibration,,,,29-30.08.1989,,,,,,3*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,, калибровка к снимкам 3-6436 a и 3-6436 b ,,жс.18,
3-6437-a,Field gam Cyg,field,20h20m,40.06,,02-03.09.1989,40m,22h34m,23h24m,22h34m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaE,,,имеет стандарт 3-6437 b и калибровку ,,кр.ф. №2,
3-6437-b  ,Field Lac,field,22h30m,50.00,,02-03.09.1989,40m,23h36m,00h26m,23h36m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaE,,,стандарт к снимку 3-6437 a  ,,кр.ф. №2,
3-6437-Calibration  ,Calibration,calibration,,,,02-03.09.1989,,,,,,3*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaE,,,калибровка к снимкам 3-6437 a и 3-6437 b ,,кр.ф. №2,
3-6406-b,IC2177,reflection nebula,7h02m,-10.30,,03-04.03.1989,15m,22h57m,23h12m,22h57m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD,,,имеет стандарт 3-6406 a и калибровку ,,жс.18,
3-6406-a  ,обл.  Hya (Field-Nua-St),field,,,,03-04.03.1989,15m,,,,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,,стандарт к снимку 3-6406 b  ,,жс.18,
3-6406-Calibration ,Calibration,calibration,,,,03-04.03.1989,,,,,,3*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,, калибровка к снимкам 3-6406 a и 3-6406 b ,,жс.18,
3-5444, IC5146,star cluster,21h51m,47.02,,23-24.11.1984,13m,21h44m,21h57m,21h44m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,,имеет стандарт 3-5444 b и калибровку ,,жс.18,
3-5444-a-st,Field Lac,field,22h30m,50.00,,23-24.11.1984,13m,22h21m,22h34m,22h21m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,,стандарт к снимку 3-5444 ,,жс.18,
3-5444-Calibration ,Calibration,calibration,,,,23-24.11.1984,,,,,,3*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,,калибровка к снимкам 3-5444 и 3-5444 b ,,жс.18,
3-5445, IC5146,star cluster,21h51m,47.02,,24-25.11.1984,10m,19h56m,20h06m,19h56m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,,имеет стандарт 3-5445-46 st. и калибровку ,,жс.18,
3-5445-46  ,Field Lac,field,22h30m,50.00,,24-25.11.1984,10m,20h24m,20h34m,20h24m,,8.7*9.2 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,,стандарт к снимку 3-5445 и 3-5446 ,,жс.18,
3-5445-46-Calibration,Calibration,calibration,,,,24-25.11.1984,,,,,,3*9.7 ,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,photographic plate,Kodak 103OaD ,,,калибровка к снимкам 3-5445 и 3-5446 и 3-5445-46st. ,,жс.18,
